大カテゴリー,中カテゴリー,メニュータイトル,データ参照先,タイルレイヤー名,データ種別,legendType,Tippecanoeオプション,fill,stroke,stroke-width,marker-color,marker-symbol,アイコン作成説明列,fill-pattern,title,minzoom,maxzoom,printzoom,ダウンロードコード,テストTippecannoeコード
観光・イベント,高草山ハイキングマップ,トイレ,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_%E5%9C%B0%E7%82%B9_%E3%83%88%E3%82%A4%E3%83%AC/data.geojson,トイレ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,public-toilets,public-toilets,,,,,,,
観光・イベント,高草山ハイキングマップ,駐車場・バス停,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_%E5%9C%B0%E7%82%B9_%E9%A7%90%E8%BB%8A%E5%A0%B4/data.geojson,駐車場・バス停,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#ffffff,3,#2F2011,,,,,,,,,
まちづくり,,航空写真（令和5年度）,https://tileserver.geolonia.com/yaizu-smartmap-airplane-photo-20250107/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtYWlycGxhbmUtcGhvdG8tMjAyNTAxMDd8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1haXJwbGFuZS1waG90by0yMDI1MDEwNy0wMUpHWjZYNFREVkRGWENaUTZLMFI0OTI3SCNrke6hy68odQSAeYKKqMfyyh60LcOUvZIyg0WHjX-LWA&key=bb4125ebc1ba442da48d3556f1fe13f5,航空写真（令和5年度）,raster,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://tileserver.geolonia.com/yaizu-smartmap-airplane-photo-20250107/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtYWlycGxhbmUtcGhvdG8tMjAyNTAxMDd8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1haXJwbGFuZS1waG90by0yMDI1MDEwNy0wMUpHWjZYNFREVkRGWENaUTZLMFI0OTI3SCNrke6hy68odQSAeYKKqMfyyh60LcOUvZIyg0WHjX-LWA&key=bb4125ebc1ba442da48d3556f1fe13f5',"tippecanoe -o ""output.mbtiles"" -l ""航空写真（令和5年度）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,市街化区域界・市街化調整区域界,https://yaizu-smartcity.jp/市街化区域界_市街化調整区域界/data.geojson,市街化区域界・市街化調整区域界,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#cd853f,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/市街化区域界_市街化調整区域界/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""市街化区域界・市街化調整区域界""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,高度利用地区,https://yaizu-smartcity.jp/高度利用地区/data.geojson,高度利用地区,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#ff6347,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/高度利用地区/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""高度利用地区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,準防火地域,https://yaizu-smartcity.jp/準防火地域/data.geojson,準防火地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#ffb6c1,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/準防火地域/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""準防火地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,都市計画道路,https://yaizu-smartcity.jp/都市計画道路/data.geojson,都市計画道路,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#ff0000,,1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/都市計画道路/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""都市計画道路""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,駐車場,https://yaizu-smartcity.jp/駐車場/data.geojson,駐車場,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#000000,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/駐車場/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""駐車場""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,公園・緑地,https://yaizu-smartcity.jp/公園_緑地/data.geojson,公園・緑地,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#228b22,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/公園_緑地/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""公園・緑地""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,ごみ焼却場,https://yaizu-smartcity.jp/%E3%81%94%E3%81%BF%E7%84%BC%E5%8D%B4%E5%A0%B4/data.geojson,ごみ焼却場,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#8b4513,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%81%94%E3%81%BF%E7%84%BC%E5%8D%B4%E5%A0%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ごみ焼却場""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,し尿処理場,https://yaizu-smartcity.jp/し尿処理場/data.geojson,し尿処理場,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#1e90ff,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/し尿処理場/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""し尿処理場""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,地区計画区域,https://yaizu-smartcity.jp/地区計画区域/data.geojson,地区計画区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#2f4f4f,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/districtPlanArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""地区計画区域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,土地区画整理事業区域,https://yaizu-smartcity.jp/土地区画整理事業区域/data.geojson,土地区画整理事業区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#2f4f4f,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/districtPlanArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""地区計画区域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,住まいるシティ拠点エリア（都市機能誘導区域）,https://yaizu-smartcity.jp/住まいるシティ拠点エリア_都市機能誘導区域/data.geojson,住まいるシティ拠点エリア（都市機能誘導区域）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#00bfff,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/smileCityHubArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""住まいるシティ拠点エリア（都市機能誘導区域）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図,住まいるエリア（居住誘導区域）,https://yaizu-smartcity.jp/住まいるエリア_居住誘導区域/data.geojson,住まいるエリア（居住誘導区域）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#1e90ff,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/smileArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""住まいるエリア（居住誘導区域）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,第一種低層住居専用地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E7%AC%AC%E4%B8%80%E7%A8%AE%E4%BD%8E%E5%B1%A4%E4%BD%8F%E5%B1%85%E5%B0%82%E7%94%A8%E5%9C%B0%E5%9F%9F/data.geojson,第一種低層住居専用地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#A2D7D4,"rgb(156,84,160)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/cat1LowResidentialArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""第一種低層住居専用地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,第一種中高層住居専用地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E7%AC%AC%E4%B8%80%E7%A8%AE%E4%B8%AD%E9%AB%98%E5%B1%A4%E4%BD%8F%E5%B1%85%E5%B0%82%E7%94%A8%E5%9C%B0%E5%9F%9F/data.geojson,第一種中高層住居専用地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(198,224,159)","rgb(156,84,160)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/cat1MediumHighResidentialArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""第一種中高層住居専用地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,第二種中高層住居専用地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E7%AC%AC%E4%BA%8C%E7%A8%AE%E4%B8%AD%E9%AB%98%E5%B1%A4%E4%BD%8F%E5%B1%85%E5%B0%82%E7%94%A8%E5%9C%B0%E5%9F%9F/data.geojson,第二種中高層住居専用地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(234,243,220)","rgb(156,84,160)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/cat2MediumHighResidentialArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""第二種中高層住居専用地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,第一種住居地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E7%AC%AC%E4%B8%80%E7%A8%AE%E4%BD%8F%E5%B1%85%E5%9C%B0%E5%9F%9F/data.geojson,第一種住居地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(255,246,152)","rgb(156,84,160)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/cat1ResidentialArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""第一種住居地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,第二種住居地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E7%AC%AC%E4%BA%8C%E7%A8%AE%E4%BD%8F%E5%B1%85%E5%9C%B0%E5%9F%9F/data.geojson,第二種住居地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(255,253,237)","rgb(156,84,160)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/cat2ResidentialArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""第二種住居地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,準住居地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E6%BA%96%E4%BD%8F%E5%B1%85%E5%9C%B0%E5%9F%9F/data.geojson,準住居地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(251,194,144)","rgb(156,84,160)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/residentialAreaSub/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""準住居地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,近隣商業地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E8%BF%91%E9%9A%A3%E5%95%86%E6%A5%AD%E5%9C%B0%E5%9F%9F/data.geojson,近隣商業地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#F7C8DD,"rgb(179,114,173)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/commercialAreaNeighbor/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""近隣商業地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,商業地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E5%95%86%E6%A5%AD%E5%9C%B0%E5%9F%9F/data.geojson,商業地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#F29A75,"rgb(179,114,173)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E5%95%86%E6%A5%AD%E5%9C%B0%E5%9F%9F/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""商業地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,準工業地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E6%BA%96%E5%B7%A5%E6%A5%AD%E5%9C%B0%E5%9F%9F/data.geojson,準工業地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(220,201,225)","rgb(179,114,173)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/industrialAreaSub/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""準工業地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,工業地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E5%B7%A5%E6%A5%AD%E5%9C%B0%E5%9F%9F/data.geojson,工業地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(217,235,248)","rgb(179,114,173)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/industrialArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""工業地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,工業専用地域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E5%B7%A5%E6%A5%AD%E5%B0%82%E7%94%A8%E5%9C%B0%E5%9F%9F/data.geojson,工業専用地域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgb(145,201,237)","rgb(179,114,173)",1,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/industrialOnlyArea/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""工業専用地域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,都市計画図（用途地域）,敷地面積の最低限度指定区域,https://yaizu-smartcity.jp/%E9%83%BD%E5%B8%82%E8%A8%88%E7%94%BB%E5%9B%B3_%E6%95%B7%E5%9C%B0%E9%9D%A2%E7%A9%8D%E3%81%AE%E6%9C%80%E4%BD%8E%E9%99%90%E5%BA%A6%E6%8C%87%E5%AE%9A%E5%8C%BA%E5%9F%9F/data.geojson,敷地面積の最低限度指定区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#E52187,"rgb(179,114,173)",1,,,,敷地面積の最低限度指定区域,,,,,,
まちづくり,区域図,令和6年,https://yaizu-smartcity.jp/%E5%8C%BA%E7%94%BB%E6%95%B4%E7%90%86%E5%9C%B0%E5%9B%B3/data.geojson,令和6年_字界区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%8C%BA%E7%94%BB%E6%95%B4%E7%90%86%E5%9C%B0%E5%9B%B3/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""令和6年_字界区域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,区域図,大正9年,https://yaizu-smartcity.jp/%E6%98%94%E3%81%AE%E7%84%BC%E6%B4%A5%E3%81%A8%E6%AF%94%E3%81%B9%E3%81%A6%E3%81%BF%E3%82%88%E3%81%86/data.geojson,昔の焼津,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%98%94%E3%81%AE%E7%84%BC%E6%B4%A5%E3%81%A8%E6%AF%94%E3%81%B9%E3%81%A6%E3%81%BF%E3%82%88%E3%81%86/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""昔の焼津""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,,公衆トイレ,https://yaizu-smartcity.jp/%E5%85%AC%E8%A1%86%E3%83%88%E3%82%A4%E3%83%AC%E4%B8%80%E8%A6%A7/data.geojson,公衆トイレ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,public-toilets,public-toilets,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%85%AC%E8%A1%86%E3%83%88%E3%82%A4%E3%83%AC%E4%B8%80%E8%A6%A7/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""公衆トイレ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,,公園,https://yaizu-smartcity.jp/%E5%85%AC%E5%9C%92%E4%B8%80%E8%A6%A7/data.geojson,公園,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,park,park,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%85%AC%E5%9C%92%E4%B8%80%E8%A6%A7/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""公園""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
まちづくり,,さくら並木,https://yaizu-smartcity.jp/%E3%81%95%E3%81%8F%E3%82%89%E4%B8%A6%E6%9C%A8%E7%AE%A1%E7%90%86%E8%AA%BF%E6%9B%B8/data.geojson,さくら並木管理調書,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#eb3390,,,#eb3390,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%81%95%E3%81%8F%E3%82%89%E4%B8%A6%E6%9C%A8%E7%AE%A1%E7%90%86%E8%AA%BF%E6%9B%B8/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""さくら並木管理調書""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
住まい,,固定資産税・路線価図,https://tileserver.geolonia.com/yaizu-smartmap-rosenkazu-20250216-1/tiles.json?key=bb4125ebc1ba442da48d3556f1fe13f5,固定資産税_路線価図,vector,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 18,#1C1C1C,,,#1C1C1C,,,,,,,,https://yaizu-smartcity.jp/固定資産税・路線価図/data.geojson,"tippecanoe -o ""output.mbtiles"" -l ""固定資産税_路線価図"" 路線価格図.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 18"
住まい,,標準宅地,https://yaizu-smartcity.jp/%E6%A8%99%E6%BA%96%E5%AE%85%E5%9C%B0/data.geojson,標準宅地,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#262626,,,#262626,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%A8%99%E6%BA%96%E5%AE%85%E5%9C%B0/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""標準宅地""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
住まい,,状況類似地区,https://yaizu-smartcity.jp/%E7%8A%B6%E6%B3%81%E9%A1%9E%E4%BC%BC%E5%9C%B0%E5%8C%BA/data.geojson,状況類似地区,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,"rgba(0,0,0,0)",#20202C,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%8A%B6%E6%B3%81%E9%A1%9E%E4%BC%BC%E5%9C%B0%E5%8C%BA/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""状況類似地区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,道路,交通安全施設整備,https://yaizu-smartcity.jp/%E3%81%82%E3%82%93%E3%81%97%E3%82%93%E6%AD%A9%E8%A1%8C%E3%82%A8%E3%83%AA%E3%82%A2%E6%95%B4%E5%82%99%E5%8F%B0%E5%B8%B3/data.geojson,あんしん歩行エリア,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#00cc99,,,,,bus-stop-pink / bus-stop-mutedteal,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%81%82%E3%82%93%E3%81%97%E3%82%93%E6%AD%A9%E8%A1%8C%E3%82%A8%E3%83%AA%E3%82%A2%E6%95%B4%E5%82%99%E5%8F%B0%E5%B8%B3/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""あんしん歩行エリア""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,道路,路線網図,https://tileserver.geolonia.com/yaizu-smartmap-rosenmouzu/tiles.json?key=bb4125ebc1ba442da48d3556f1fe13f5,路線網図,vector,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#0402C8,,#0402C8,,,,,,,1/2500,curl -X GET -o data.geojson 'https://tileserver.geolonia.com/yaizu-smartmap-rosenmouzu/tiles.json?key=bb4125ebc1ba442da48d3556f1fe13f5',"tippecanoe -o ""output.mbtiles"" -l ""路線網図""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,バス,バス停（自主運行）＆時刻表,https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E5%B8%82%E8%87%AA%E4%B8%BB%E9%81%8B%E8%A1%8C%E3%83%90%E3%82%B9%E8%B7%AF%E7%B7%9A%E5%9B%B3_%E5%81%9C%E7%95%99%E6%89%80/data.geojson,焼津市自主運行バス路線図_停留所,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,bus-stop-pink,新規作成（バスではなく車のアイコンにする以下の２色パターンを作成。焼津市自主運行バス：FF8EA3西鉄：#587789）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E5%B8%82%E8%87%AA%E4%B8%BB%E9%81%8B%E8%A1%8C%E3%83%90%E3%82%B9%E8%B7%AF%E7%B7%9A%E5%9B%B3_%E5%81%9C%E7%95%99%E6%89%80/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津市自主運行バス路線図_停留所""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,バス,バス路線,https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E5%B8%82%E8%87%AA%E4%B8%BB%E9%81%8B%E8%A1%8C%E3%83%90%E3%82%B9%E8%B7%AF%E7%B7%9A%E5%9B%B3_%E8%B7%AF%E7%B7%9A/data.geojson,焼津市自主運行バス路線図_路線,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E5%B8%82%E8%87%AA%E4%B8%BB%E9%81%8B%E8%A1%8C%E3%83%90%E3%82%B9%E8%B7%AF%E7%B7%9A%E5%9B%B3_%E8%B7%AF%E7%B7%9A/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津市自主運行バス路線図_路線""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,デマンドタクシー,焼津インターチェンジ地区（乗降位置）,https://yaizu-smartcity.jp/焼津IC周辺地区_タクシー乗降位置/data.geojson,焼津IC周辺地区_タクシー乗降位置,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,demand-taxi-lightbrown,新規作成（#C79100 + 車のアイコン）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/焼津IC周辺地区_タクシー乗降位置/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津IC周辺地区_タクシー乗降位置""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
